Year,Rtype,Dname,Cname,City,Sname,Type,gsId,Lat,Lon,Enrollment,Plan504,FreeAnd Reduced PriceLunch,Enroll12,Percent Teachers InFirst SecondYear,ActSat Number Participation,NumTstTakr,ApCourse Participation,ApCourse Passed,AvgScrEng,AvgScrRead,AvgScrMath,AvgScrSci,NumGE21,PctGE21,ParentRating,gsRating,Asian,"Black, non-Hispanic",Hispanic,Multiracial,Native American or Native Alaskan,Native Hawaiian or Other Pacific Islander,"White, non-Hispanic"
2018,S,Oroville Union High,Butte,Oroville,Oroville High,public,381,39.51432,-121.54591,969.0,1.1,70.07,193,4.2,67,19,11.2,40,18.0,18.0,20.0,19.0,7,36.84,3.0,5.0,25.59,2.99,15.07,4.75,5.37,0.31,45.92
2014,S,Paradise Unified,Butte,Paradise,Paradise Senior High,public,393,39.761627,-121.6135,1083.0,0.2,52.54,255,14.3,66,39,11.3,79,25.0,27.0,25.0,25.0,36,92.31,3.0,7.0,1.66,0.65,11.63,7.66,0.74,0.09,77.56
2015,S,Paradise Unified,Butte,Paradise,Paradise Senior High,public,393,39.761627,-121.6135,1083.0,0.2,52.54,229,14.3,66,20,11.3,79,20.0,23.0,23.0,23.0,14,70.0,3.0,7.0,1.66,0.65,11.63,7.66,0.74,0.09,77.56
2016,S,Paradise Unified,Butte,Paradise,Paradise Senior High,public,393,39.761627,-121.6135,1083.0,0.2,52.54,260,14.3,66,27,11.3,79,22.0,23.0,23.0,22.0,18,66.67,3.0,7.0,1.66,0.65,11.63,7.66,0.74,0.09,77.56
2017,S,Paradise Unified,Butte,Paradise,Paradise Senior High,public,393,39.761627,-121.6135,1083.0,0.2,52.54,254,14.3,66,22,11.3,79,23.0,25.0,24.0,25.0,14,63.64,3.0,7.0,1.66,0.65,11.63,7.66,0.74,0.09,77.56
2018,S,Paradise Unified,Butte,Paradise,Paradise Senior High,public,393,39.761627,-121.6135,1083.0,0.2,52.54,218,14.3,66,21,11.3,79,22.0,26.0,23.0,24.0,15,71.43,3.0,7.0,1.66,0.65,11.63,7.66,0.74,0.09,77.56
2014,S,Gridley Unified,Butte,Gridley,Gridley High,public,367,39.36701,-121.6843,617.0,0.3,51.86,158,6.9,149,26,10.0,44,21.0,22.0,21.0,19.0,14,53.85,3.0,5.0,2.76,0.32,57.7,0.81,0.65,0.32,37.44
2015,S,Gridley Unified,Butte,Gridley,Gridley High,public,367,39.36701,-121.6843,617.0,0.3,51.86,150,6.9,149,26,10.0,44,23.0,23.0,22.0,22.0,19,73.08,3.0,5.0,2.76,0.32,57.7,0.81,0.65,0.32,37.44
2016,S,Gridley Unified,Butte,Gridley,Gridley High,public,367,39.36701,-121.6843,617.0,0.3,51.86,160,6.9,149,22,10.0,44,22.0,23.0,23.0,22.0,15,68.18,3.0,5.0,2.76,0.32,57.7,0.81,0.65,0.32,37.44
2017,S,Gridley Unified,Butte,Gridley,Gridley High,public,367,39.36701,-121.6843,617.0,0.3,51.86,133,6.9,149,21,10.0,44,19.0,21.0,22.0,21.0,9,42.86,3.0,5.0,2.76,0.32,57.7,0.81,0.65,0.32,37.44
2018,S,Gridley Unified,Butte,Gridley,Gridley High,public,367,39.36701,-121.6843,617.0,0.3,51.86,124,6.9,149,30,10.0,44,22.0,23.0,24.0,22.0,18,60.0,3.0,5.0,2.76,0.32,57.7,0.81,0.65,0.32,37.44
2014,S,Brawley Union High,Imperial,Brawley,Brawley High,public,1073,32.982857,-115.53491,1690.0,3.4,72.9,333,3.0,198,95,13.8,166,20.0,21.0,21.0,20.0,44,46.32,3.0,6.0,0.95,1.12,88.4,0.95,0.06,0.0,8.52
2015,S,Brawley Union High,Imperial,Brawley,Brawley High,public,1073,32.982857,-115.53491,1690.0,3.4,72.9,346,3.0,198,134,13.8,166,18.0,20.0,19.0,20.0,47,35.07,3.0,6.0,0.95,1.12,88.4,0.95,0.06,0.0,8.52
2016,S,Brawley Union High,Imperial,Brawley,Brawley High,public,1073,32.982857,-115.53491,1690.0,3.4,72.9,334,3.0,198,108,13.8,166,19.0,21.0,20.0,20.0,47,43.52,3.0,6.0,0.95,1.12,88.4,0.95,0.06,0.0,8.52
2014,S,Calexico Unified,Imperial,Calexico,Calexico High,public,1079,32.676994,-115.48715,3036.0,0.2,82.64,642,6.6,119,98,18.1,286,17.0,18.0,20.0,19.0,28,28.57,3.0,5.0,0.3,0.0,99.24,0.1,0.0,0.0,0.36
2015,S,Calexico Unified,Imperial,Calexico,Calexico High,public,1079,32.676994,-115.48715,3036.0,0.2,82.64,711,6.6,119,73,18.1,286,18.0,19.0,20.0,19.0,24,32.88,3.0,5.0,0.3,0.0,99.24,0.1,0.0,0.0,0.36
2016,S,Calexico Unified,Imperial,Calexico,Calexico High,public,1079,32.676994,-115.48715,3036.0,0.2,82.64,689,6.6,119,127,18.1,286,18.0,19.0,20.0,19.0,48,37.8,3.0,5.0,0.3,0.0,99.24,0.1,0.0,0.0,0.36
2017,S,Calexico Unified,Imperial,Calexico,Calexico High,public,1079,32.676994,-115.48715,3036.0,0.2,82.64,684,6.6,119,115,18.1,286,19.0,20.0,20.0,20.0,46,40.0,3.0,5.0,0.3,0.0,99.24,0.1,0.0,0.0,0.36
2018,S,Calexico Unified,Imperial,Calexico,Calexico High,public,1079,32.676994,-115.48715,3036.0,0.2,82.64,682,6.6,119,92,18.1,286,19.0,20.0,21.0,19.0,39,42.39,3.0,5.0,0.3,0.0,99.24,0.1,0.0,0.0,0.36
2014,S,Calipatria Unified,Imperial,Calipatria,Calipatria High,public,1088,33.125675,-115.52595,370.0,2.9,77.3,61,10.3,39,13,22.9,22,20.0,20.0,20.0,21.0,8,61.54,4.0,5.0,0.27,2.97,86.49,0.81,0.0,0.0,9.46
2015,S,Calipatria Unified,Imperial,Calipatria,Calipatria High,public,1088,33.125675,-115.52595,370.0,2.9,77.3,73,10.3,39,12,22.9,22,20.0,22.0,19.0,19.0,6,50.0,4.0,5.0,0.27,2.97,86.49,0.81,0.0,0.0,9.46
2017,S,Calipatria Unified,Imperial,Calipatria,Calipatria High,public,1088,33.125675,-115.52595,370.0,2.9,77.3,87,10.3,39,21,22.9,22,19.0,20.0,21.0,19.0,8,38.1,4.0,5.0,0.27,2.97,86.49,0.81,0.0,0.0,9.46
2018,S,Calipatria Unified,Imperial,Calipatria,Calipatria High,public,1088,33.125675,-115.52595,370.0,2.9,77.3,95,10.3,39,20,22.9,22,23.0,25.0,21.0,22.0,11,55.0,4.0,5.0,0.27,2.97,86.49,0.81,0.0,0.0,9.46
2014,S,Central Union High,Imperial,El-Centro,Central Union High,public,1075,32.78968,-115.56357,1889.0,0.6,75.33,389,6.0,368,118,14.9,157,19.0,20.0,20.0,20.0,46,38.98,4.0,5.0,0.69,1.43,93.33,0.26,0.21,0.05,4.02
2015,S,Central Union High,Imperial,El-Centro,Central Union High,public,1075,32.78968,-115.56357,1889.0,0.6,75.33,377,6.0,368,112,14.9,157,19.0,19.0,21.0,20.0,42,37.5,4.0,5.0,0.69,1.43,93.33,0.26,0.21,0.05,4.02
2016,S,Central Union High,Imperial,El-Centro,Central Union High,public,1075,32.78968,-115.56357,1889.0,0.6,75.33,421,6.0,368,110,14.9,157,18.0,19.0,20.0,19.0,36,32.73,4.0,5.0,0.69,1.43,93.33,0.26,0.21,0.05,4.02
2017,S,Central Union High,Imperial,El-Centro,Central Union High,public,1075,32.78968,-115.56357,1889.0,0.6,75.33,450,6.0,368,92,14.9,157,20.0,21.0,21.0,21.0,47,51.09,4.0,5.0,0.69,1.43,93.33,0.26,0.21,0.05,4.02
2018,S,Central Union High,Imperial,El-Centro,Central Union High,public,1075,32.78968,-115.56357,1889.0,0.6,75.33,413,6.0,368,74,14.9,157,20.0,21.0,20.0,20.0,36,48.65,4.0,5.0,0.69,1.43,93.33,0.26,0.21,0.05,4.02
2014,S,Holtville Unified,Imperial,Holtville,Holtville High,public,1105,32.815742,-115.38522,528.0,0.4,60.98,107,4.6,4,21,17.4,23,18.0,20.0,20.0,20.0,8,38.1,2.0,6.0,0.19,0.38,82.58,2.08,0.19,0.19,14.39
2015,S,Holtville Unified,Imperial,Holtville,Holtville High,public,1105,32.815742,-115.38522,528.0,0.4,60.98,140,4.6,4,36,17.4,23,17.0,17.0,18.0,18.0,7,19.44,2.0,6.0,0.19,0.38,82.58,2.08,0.19,0.19,14.39
2016,S,Holtville Unified,Imperial,Holtville,Holtville High,public,1105,32.815742,-115.38522,528.0,0.4,60.98,122,4.6,4,29,17.4,23,18.0,20.0,19.0,19.0,8,27.59,2.0,6.0,0.19,0.38,82.58,2.08,0.19,0.19,14.39
2017,S,Holtville Unified,Imperial,Holtville,Holtville High,public,1105,32.815742,-115.38522,528.0,0.4,60.98,130,4.6,4,19,17.4,23,19.0,20.0,20.0,18.0,6,31.58,2.0,6.0,0.19,0.38,82.58,2.08,0.19,0.19,14.39
2018,S,Holtville Unified,Imperial,Holtville,Holtville High,public,1105,32.815742,-115.38522,528.0,0.4,60.98,120,4.6,4,21,17.4,23,20.0,21.0,20.0,20.0,11,52.38,2.0,6.0,0.19,0.38,82.58,2.08,0.19,0.19,14.39
2014,S,Imperial Unified,Imperial,Imperial,Imperial High,public,1111,32.847546,-115.57508,1172.0,1.0,44.88,207,0.0,0,57,16.9,67,20.0,21.0,22.0,20.0,33,57.89,4.0,7.0,2.39,1.71,79.61,0.43,0.26,0.0,15.61
2014,S,Imperial Unified,Imperial,Imperial,Imperial High,public,1111,32.847546,-115.57508,1172.0,1.0,44.88,207,0.0,0,57,16.9,67,20.0,21.0,22.0,20.0,33,57.89,4.0,7.0,2.39,1.71,79.61,0.43,0.26,0.0,15.61
2015,S,Imperial Unified,Imperial,Imperial,Imperial High,public,1111,32.847546,-115.57508,1172.0,1.0,44.88,225,0.0,0,52,16.9,67,22.0,24.0,23.0,22.0,34,65.38,4.0,7.0,2.39,1.71,79.61,0.43,0.26,0.0,15.61
2015,S,Imperial Unified,Imperial,Imperial,Imperial High,public,1111,32.847546,-115.57508,1172.0,1.0,44.88,225,0.0,0,52,16.9,67,22.0,24.0,23.0,22.0,34,65.38,4.0,7.0,2.39,1.71,79.61,0.43,0.26,0.0,15.61
2016,S,Imperial Unified,Imperial,Imperial,Imperial High,public,1111,32.847546,-115.57508,1172.0,1.0,44.88,246,0.0,0,59,16.9,67,21.0,22.0,22.0,22.0,32,54.24,4.0,7.0,2.39,1.71,79.61,0.43,0.26,0.0,15.61
2016,S,Imperial Unified,Imperial,Imperial,Imperial High,public,1111,32.847546,-115.57508,1172.0,1.0,44.88,246,0.0,0,59,16.9,67,21.0,22.0,22.0,22.0,32,54.24,4.0,7.0,2.39,1.71,79.61,0.43,0.26,0.0,15.61
2017,S,Imperial Unified,Imperial,Imperial,Imperial High,public,1111,32.847546,-115.57508,1172.0,1.0,44.88,269,0.0,0,52,16.9,67,24.0,24.0,23.0,23.0,35,67.31,4.0,7.0,2.39,1.71,79.61,0.43,0.26,0.0,15.61
2017,S,Imperial Unified,Imperial,Imperial,Imperial High,public,1111,32.847546,-115.57508,1172.0,1.0,44.88,269,0.0,0,52,16.9,67,24.0,24.0,23.0,23.0,35,67.31,4.0,7.0,2.39,1.71,79.61,0.43,0.26,0.0,15.61
2018,S,Imperial Unified,Imperial,Imperial,Imperial High,public,1111,32.847546,-115.57508,1172.0,1.0,44.88,255,0.0,0,48,16.9,67,20.0,21.0,20.0,20.0,25,52.08,4.0,7.0,2.39,1.71,79.61,0.43,0.26,0.0,15.61
2018,S,Imperial Unified,Imperial,Imperial,Imperial High,public,1111,32.847546,-115.57508,1172.0,1.0,44.88,255,0.0,0,48,16.9,67,20.0,21.0,20.0,20.0,25,52.08,4.0,7.0,2.39,1.71,79.61,0.43,0.26,0.0,15.61
2014,S,Bishop Unified,Inyo,Bishop,Bishop Union High,public,25313,37.363132,-118.39827,598.0,0.0,46.15,177,6.7,116,36,14.2,81,25.0,25.0,25.0,24.0,28,77.78,5.0,6.0,2.01,0.17,36.29,7.19,12.54,0.0,41.81
2015,S,Bishop Unified,Inyo,Bishop,Bishop Union High,public,25313,37.363132,-118.39827,598.0,0.0,46.15,158,6.7,116,39,14.2,81,22.0,24.0,23.0,22.0,23,58.97,5.0,6.0,2.01,0.17,36.29,7.19,12.54,0.0,41.81
2016,S,Bishop Unified,Inyo,Bishop,Bishop Union High,public,25313,37.363132,-118.39827,598.0,0.0,46.15,135,6.7,116,21,14.2,81,24.0,24.0,24.0,24.0,15,71.43,5.0,6.0,2.01,0.17,36.29,7.19,12.54,0.0,41.81
2017,S,Bishop Unified,Inyo,Bishop,Bishop Union High,public,25313,37.363132,-118.39827,598.0,0.0,46.15,138,6.7,116,45,14.2,81,21.0,22.0,21.0,22.0,25,55.56,5.0,6.0,2.01,0.17,36.29,7.19,12.54,0.0,41.81
2018,S,Bishop Unified,Inyo,Bishop,Bishop Union High,public,25313,37.363132,-118.39827,598.0,0.0,46.15,122,6.7,116,31,14.2,81,23.0,24.0,23.0,23.0,23,74.19,5.0,6.0,2.01,0.17,36.29,7.19,12.54,0.0,41.81
2014,S,Kern County Office of Educatio,Kern,Delano,Paramount Academy,charter,25165,35.784718,-119.21226,658.0,0.0,87.7,53,6.7,116,12,0.0,81,15.0,16.0,17.0,17.0,1,8.33,3.0,5.0,3.53,0.39,93.46,1.18,0.13,0.0,1.31
2015,S,Kern County Office of Education,Kern,Delano,Paramount Academy,charter,25165,35.784718,-119.21226,658.0,0.0,87.7,56,6.7,116,48,0.0,81,16.0,17.0,18.0,16.0,7,14.58,3.0,5.0,3.53,0.39,93.46,1.18,0.13,0.0,1.31
2014,S,Delano Joint Union High,Kern,Delano,Cesar E. Chavez High,public,12630,35.768627,-119.2231,1345.0,0.5,84.16,372,3.4,139,50,21.9,150,21.0,20.0,22.0,20.0,26,52.0,4.0,7.0,9.74,0.52,87.81,0.22,0.0,0.0,1.71
2014,S,Delano Joint Union High,Kern,Delano,Cesar E. Chavez High,public,12630,35.768627,-119.2231,1345.0,0.0,95.73,372,7.7,0,50,0.7,150,21.0,20.0,22.0,20.0,26,52.0,4.0,7.0,0.36,0.0,98.93,0.0,0.0,0.0,0.71
2014,S,Delano Joint Union High,Kern,Santa-Ana,Cesar E. Chavez High,public,11025,33.718533,-117.86659,281.0,0.5,84.16,372,3.4,139,50,21.9,150,21.0,20.0,22.0,20.0,26,52.0,4.0,,9.74,0.52,87.81,0.22,0.0,0.0,1.71
2014,S,Delano Joint Union High,Kern,Santa-Ana,Cesar E. Chavez High,public,11025,33.718533,-117.86659,281.0,0.0,95.73,372,7.7,0,50,0.7,150,21.0,20.0,22.0,20.0,26,52.0,4.0,,0.36,0.0,98.93,0.0,0.0,0.0,0.71
2015,S,Delano Joint Union High,Kern,Delano,Cesar E. Chavez High,public,12630,35.768627,-119.2231,1345.0,0.5,84.16,317,3.4,139,47,21.9,150,19.0,21.0,22.0,20.0,25,53.19,4.0,7.0,9.74,0.52,87.81,0.22,0.0,0.0,1.71
2015,S,Delano Joint Union High,Kern,Delano,Cesar E. Chavez High,public,12630,35.768627,-119.2231,1345.0,0.0,95.73,317,7.7,0,47,0.7,150,19.0,21.0,22.0,20.0,25,53.19,4.0,7.0,0.36,0.0,98.93,0.0,0.0,0.0,0.71
2015,S,Delano Joint Union High,Kern,Santa-Ana,Cesar E. Chavez High,public,11025,33.718533,-117.86659,281.0,0.5,84.16,317,3.4,139,47,21.9,150,19.0,21.0,22.0,20.0,25,53.19,4.0,,9.74,0.52,87.81,0.22,0.0,0.0,1.71
2015,S,Delano Joint Union High,Kern,Santa-Ana,Cesar E. Chavez High,public,11025,33.718533,-117.86659,281.0,0.0,95.73,317,7.7,0,47,0.7,150,19.0,21.0,22.0,20.0,25,53.19,4.0,,0.36,0.0,98.93,0.0,0.0,0.0,0.71
2016,S,Delano Joint Union High,Kern,Delano,Cesar E. Chavez High,public,12630,35.768627,-119.2231,1345.0,0.5,84.16,289,3.4,139,54,21.9,150,19.0,20.0,21.0,19.0,21,38.89,4.0,7.0,9.74,0.52,87.81,0.22,0.0,0.0,1.71
2016,S,Delano Joint Union High,Kern,Delano,Cesar E. Chavez High,public,12630,35.768627,-119.2231,1345.0,0.0,95.73,289,7.7,0,54,0.7,150,19.0,20.0,21.0,19.0,21,38.89,4.0,7.0,0.36,0.0,98.93,0.0,0.0,0.0,0.71
2016,S,Delano Joint Union High,Kern,Santa-Ana,Cesar E. Chavez High,public,11025,33.718533,-117.86659,281.0,0.5,84.16,289,3.4,139,54,21.9,150,19.0,20.0,21.0,19.0,21,38.89,4.0,,9.74,0.52,87.81,0.22,0.0,0.0,1.71
2016,S,Delano Joint Union High,Kern,Santa-Ana,Cesar E. Chavez High,public,11025,33.718533,-117.86659,281.0,0.0,95.73,289,7.7,0,54,0.7,150,19.0,20.0,21.0,19.0,21,38.89,4.0,,0.36,0.0,98.93,0.0,0.0,0.0,0.71
2017,S,Delano Joint Union High,Kern,Delano,Cesar E. Chavez High,public,12630,35.768627,-119.2231,1345.0,0.5,84.16,302,3.4,139,21,21.9,150,20.0,21.0,22.0,19.0,12,57.14,4.0,7.0,9.74,0.52,87.81,0.22,0.0,0.0,1.71
2017,S,Delano Joint Union High,Kern,Delano,Cesar E. Chavez High,public,12630,35.768627,-119.2231,1345.0,0.0,95.73,302,7.7,0,21,0.7,150,20.0,21.0,22.0,19.0,12,57.14,4.0,7.0,0.36,0.0,98.93,0.0,0.0,0.0,0.71
2017,S,Delano Joint Union High,Kern,Santa-Ana,Cesar E. Chavez High,public,11025,33.718533,-117.86659,281.0,0.5,84.16,302,3.4,139,21,21.9,150,20.0,21.0,22.0,19.0,12,57.14,4.0,,9.74,0.52,87.81,0.22,0.0,0.0,1.71
2017,S,Delano Joint Union High,Kern,Santa-Ana,Cesar E. Chavez High,public,11025,33.718533,-117.86659,281.0,0.0,95.73,302,7.7,0,21,0.7,150,20.0,21.0,22.0,19.0,12,57.14,4.0,,0.36,0.0,98.93,0.0,0.0,0.0,0.71
2018,S,Delano Joint Union High,Kern,Delano,Cesar E. Chavez High,public,12630,35.768627,-119.2231,1345.0,0.5,84.16,347,3.4,139,32,21.9,150,19.0,19.0,21.0,20.0,14,43.75,4.0,7.0,9.74,0.52,87.81,0.22,0.0,0.0,1.71
2018,S,Delano Joint Union High,Kern,Delano,Cesar E. Chavez High,public,12630,35.768627,-119.2231,1345.0,0.0,95.73,347,7.7,0,32,0.7,150,19.0,19.0,21.0,20.0,14,43.75,4.0,7.0,0.36,0.0,98.93,0.0,0.0,0.0,0.71
2018,S,Delano Joint Union High,Kern,Santa-Ana,Cesar E. Chavez High,public,11025,33.718533,-117.86659,281.0,0.5,84.16,347,3.4,139,32,21.9,150,19.0,19.0,21.0,20.0,14,43.75,4.0,,9.74,0.52,87.81,0.22,0.0,0.0,1.71
2018,S,Delano Joint Union High,Kern,Santa-Ana,Cesar E. Chavez High,public,11025,33.718533,-117.86659,281.0,0.0,95.73,347,7.7,0,32,0.7,150,19.0,19.0,21.0,20.0,14,43.75,4.0,,0.36,0.0,98.93,0.0,0.0,0.0,0.71
2014,S,Delano Joint Union High,Kern,Delano,Robert F. Kennedy High,public,24645,35.773167,-119.26739,1122.0,0.2,92.16,218,14.2,78,28,23.8,104,19.0,20.0,21.0,19.0,11,39.29,5.0,6.0,7.58,0.71,90.37,0.18,0.0,0.0,1.16
2015,S,Delano Joint Union High,Kern,Delano,Robert F. Kennedy High,public,24645,35.773167,-119.26739,1122.0,0.2,92.16,223,14.2,78,27,23.8,104,18.0,18.0,20.0,20.0,11,40.74,5.0,6.0,7.58,0.71,90.37,0.18,0.0,0.0,1.16
2016,S,Delano Joint Union High,Kern,Delano,Robert F. Kennedy High,public,24645,35.773167,-119.26739,1122.0,0.2,92.16,234,14.2,78,19,23.8,104,17.0,18.0,20.0,18.0,5,26.32,5.0,6.0,7.58,0.71,90.37,0.18,0.0,0.0,1.16
2017,S,Delano Joint Union High,Kern,Delano,Robert F. Kennedy High,public,24645,35.773167,-119.26739,1122.0,0.2,92.16,193,14.2,78,15,23.8,104,19.0,19.0,18.0,19.0,3,20.0,5.0,6.0,7.58,0.71,90.37,0.18,0.0,0.0,1.16
2018,S,Delano Joint Union High,Kern,Delano,Robert F. Kennedy High,public,24645,35.773167,-119.26739,1122.0,0.2,92.16,277,14.2,78,20,23.8,104,23.0,22.0,22.0,21.0,13,65.0,5.0,6.0,7.58,0.71,90.37,0.18,0.0,0.0,1.16
2014,S,Delano Joint Union High,Kern,Delano,Delano High,public,1238,35.77591,-119.24043,1589.0,0.2,87.79,336,6.6,104,96,19.2,178,18.0,19.0,20.0,18.0,32,33.33,4.0,6.0,16.49,0.13,80.99,0.44,0.19,0.13,1.64
2015,S,Delano Joint Union High,Kern,Delano,Delano High,public,1238,35.77591,-119.24043,1589.0,0.2,87.79,390,6.6,104,101,19.2,178,18.0,19.0,20.0,20.0,39,38.61,4.0,6.0,16.49,0.13,80.99,0.44,0.19,0.13,1.64
2016,S,Delano Joint Union High,Kern,Delano,Delano High,public,1238,35.77591,-119.24043,1589.0,0.2,87.79,369,6.6,104,139,19.2,178,18.0,19.0,20.0,19.0,47,33.81,4.0,6.0,16.49,0.13,80.99,0.44,0.19,0.13,1.64
2017,S,Delano Joint Union High,Kern,Delano,Delano High,public,1238,35.77591,-119.24043,1589.0,0.2,87.79,334,6.6,104,72,19.2,178,18.0,19.0,20.0,19.0,25,34.72,4.0,6.0,16.49,0.13,80.99,0.44,0.19,0.13,1.64
2018,S,Delano Joint Union High,Kern,Delano,Delano High,public,1238,35.77591,-119.24043,1589.0,0.2,87.79,323,6.6,104,56,19.2,178,19.0,21.0,20.0,19.0,25,44.64,4.0,6.0,16.49,0.13,80.99,0.44,0.19,0.13,1.64
2014,S,Kern High,Kern,Bakersfield,Golden Valley High,public,12651,35.281223,-119.01005,2402.0,0.0,81.97,581,6.2,206,28,17.2,176,20.0,21.0,21.0,20.0,14,50.0,4.0,4.0,3.5,6.79,80.56,0.79,0.37,0.21,7.79
2014,S,Kern High,Kern,Bakersfield,Golden Valley High,public,12651,35.281223,-119.01005,2402.0,1.6,38.14,581,5.7,293,28,28.7,587,20.0,21.0,21.0,20.0,14,50.0,4.0,4.0,10.9,8.13,54.34,4.46,0.19,0.14,21.84
2014,S,Kern High,Kern,Bakersfield,Golden Valley High,public,12651,35.281223,-119.01005,2402.0,0.3,82.69,581,7.6,131,28,21.7,127,20.0,21.0,21.0,20.0,14,50.0,4.0,4.0,13.17,3.67,64.34,4.02,0.29,0.06,14.45
2014,S,Kern High,Kern,Santa-Clarita,Golden Valley High,public,14320,34.399593,-118.49154,2129.0,0.0,81.97,581,6.2,206,28,17.2,176,20.0,21.0,21.0,20.0,14,50.0,3.0,8.0,3.5,6.79,80.56,0.79,0.37,0.21,7.79
2014,S,Kern High,Kern,Santa-Clarita,Golden Valley High,public,14320,34.399593,-118.49154,2129.0,1.6,38.14,581,5.7,293,28,28.7,587,20.0,21.0,21.0,20.0,14,50.0,3.0,8.0,10.9,8.13,54.34,4.46,0.19,0.14,21.84
2014,S,Kern High,Kern,Santa-Clarita,Golden Valley High,public,14320,34.399593,-118.49154,2129.0,0.3,82.69,581,7.6,131,28,21.7,127,20.0,21.0,21.0,20.0,14,50.0,3.0,8.0,13.17,3.67,64.34,4.02,0.29,0.06,14.45
2014,S,Kern High,Kern,Merced,Golden Valley High,public,3415,37.28784,-120.4487,1716.0,0.0,81.97,581,6.2,206,28,17.2,176,20.0,21.0,21.0,20.0,14,50.0,4.0,4.0,3.5,6.79,80.56,0.79,0.37,0.21,7.79
2014,S,Kern High,Kern,Merced,Golden Valley High,public,3415,37.28784,-120.4487,1716.0,1.6,38.14,581,5.7,293,28,28.7,587,20.0,21.0,21.0,20.0,14,50.0,4.0,4.0,10.9,8.13,54.34,4.46,0.19,0.14,21.84
2014,S,Kern High,Kern,Merced,Golden Valley High,public,3415,37.28784,-120.4487,1716.0,0.3,82.69,581,7.6,131,28,21.7,127,20.0,21.0,21.0,20.0,14,50.0,4.0,4.0,13.17,3.67,64.34,4.02,0.29,0.06,14.45
2014,S,William S. Hart Union High,Los Angeles,Bakersfield,Golden Valley High,public,12651,35.281223,-119.01005,2402.0,0.0,81.97,519,6.2,206,93,17.2,176,20.0,21.0,21.0,21.0,50,53.76,4.0,4.0,3.5,6.79,80.56,0.79,0.37,0.21,7.79
2014,S,William S. Hart Union High,Los Angeles,Bakersfield,Golden Valley High,public,12651,35.281223,-119.01005,2402.0,1.6,38.14,519,5.7,293,93,28.7,587,20.0,21.0,21.0,21.0,50,53.76,4.0,4.0,10.9,8.13,54.34,4.46,0.19,0.14,21.84
2014,S,William S. Hart Union High,Los Angeles,Bakersfield,Golden Valley High,public,12651,35.281223,-119.01005,2402.0,0.3,82.69,519,7.6,131,93,21.7,127,20.0,21.0,21.0,21.0,50,53.76,4.0,4.0,13.17,3.67,64.34,4.02,0.29,0.06,14.45
2014,S,William S. Hart Union High,Los Angeles,Santa-Clarita,Golden Valley High,public,14320,34.399593,-118.49154,2129.0,0.0,81.97,519,6.2,206,93,17.2,176,20.0,21.0,21.0,21.0,50,53.76,3.0,8.0,3.5,6.79,80.56,0.79,0.37,0.21,7.79
2014,S,William S. Hart Union High,Los Angeles,Santa-Clarita,Golden Valley High,public,14320,34.399593,-118.49154,2129.0,1.6,38.14,519,5.7,293,93,28.7,587,20.0,21.0,21.0,21.0,50,53.76,3.0,8.0,10.9,8.13,54.34,4.46,0.19,0.14,21.84
2014,S,William S. Hart Union High,Los Angeles,Santa-Clarita,Golden Valley High,public,14320,34.399593,-118.49154,2129.0,0.3,82.69,519,7.6,131,93,21.7,127,20.0,21.0,21.0,21.0,50,53.76,3.0,8.0,13.17,3.67,64.34,4.02,0.29,0.06,14.45
2014,S,William S. Hart Union High,Los Angeles,Merced,Golden Valley High,public,3415,37.28784,-120.4487,1716.0,0.0,81.97,519,6.2,206,93,17.2,176,20.0,21.0,21.0,21.0,50,53.76,4.0,4.0,3.5,6.79,80.56,0.79,0.37,0.21,7.79
2014,S,William S. Hart Union High,Los Angeles,Merced,Golden Valley High,public,3415,37.28784,-120.4487,1716.0,1.6,38.14,519,5.7,293,93,28.7,587,20.0,21.0,21.0,21.0,50,53.76,4.0,4.0,10.9,8.13,54.34,4.46,0.19,0.14,21.84
2014,S,William S. Hart Union High,Los Angeles,Merced,Golden Valley High,public,3415,37.28784,-120.4487,1716.0,0.3,82.69,519,7.6,131,93,21.7,127,20.0,21.0,21.0,21.0,50,53.76,4.0,4.0,13.17,3.67,64.34,4.02,0.29,0.06,14.45
2014,S,Merced Union High,Merced,Bakersfield,Golden Valley High,public,12651,35.281223,-119.01005,2402.0,0.0,81.97,502,6.2,206,91,17.2,176,18.0,19.0,20.0,19.0,33,36.26,4.0,4.0,3.5,6.79,80.56,0.79,0.37,0.21,7.79
2014,S,Merced Union High,Merced,Bakersfield,Golden Valley High,public,12651,35.281223,-119.01005,2402.0,1.6,38.14,502,5.7,293,91,28.7,587,18.0,19.0,20.0,19.0,33,36.26,4.0,4.0,10.9,8.13,54.34,4.46,0.19,0.14,21.84
2014,S,Merced Union High,Merced,Bakersfield,Golden Valley High,public,12651,35.281223,-119.01005,2402.0,0.3,82.69,502,7.6,131,91,21.7,127,18.0,19.0,20.0,19.0,33,36.26,4.0,4.0,13.17,3.67,64.34,4.02,0.29,0.06,14.45
2014,S,Merced Union High,Merced,Santa-Clarita,Golden Valley High,public,14320,34.399593,-118.49154,2129.0,0.0,81.97,502,6.2,206,91,17.2,176,18.0,19.0,20.0,19.0,33,36.26,3.0,8.0,3.5,6.79,80.56,0.79,0.37,0.21,7.79
