Year,Rtype,Dname,Cname,City,Sname,Type,gsId,Lat,Lon,Enrollment,Plan504,FreeAnd Reduced PriceLunch,Enroll12,Percent Teachers InFirst SecondYear,ActSat Number Participation,NumTstTakr,ApCourse Participation,ApCourse Passed,AvgScrEng,AvgScrRead,AvgScrMath,AvgScrSci,NumGE21,PctGE21,ParentRating,gsRating,Asian,"Black, non-Hispanic",Hispanic,Multiracial,Native American or Native Alaskan,Native Hawaiian or Other Pacific Islander,"White, non-Hispanic"
2014,S,Merced Union High,Merced,Santa-Clarita,Golden Valley High,public,14320,34.399593,-118.49154,2129.0,1.6,38.14,502,5.7,293,91,28.7,587,18.0,19.0,20.0,19.0,33,36.26,3.0,8.0,10.9,8.13,54.34,4.46,0.19,0.14,21.84
2014,S,Merced Union High,Merced,Santa-Clarita,Golden Valley High,public,14320,34.399593,-118.49154,2129.0,0.3,82.69,502,7.6,131,91,21.7,127,18.0,19.0,20.0,19.0,33,36.26,3.0,8.0,13.17,3.67,64.34,4.02,0.29,0.06,14.45
2014,S,Merced Union High,Merced,Merced,Golden Valley High,public,3415,37.28784,-120.4487,1716.0,0.0,81.97,502,6.2,206,91,17.2,176,18.0,19.0,20.0,19.0,33,36.26,4.0,4.0,3.5,6.79,80.56,0.79,0.37,0.21,7.79
2014,S,Merced Union High,Merced,Merced,Golden Valley High,public,3415,37.28784,-120.4487,1716.0,1.6,38.14,502,5.7,293,91,28.7,587,18.0,19.0,20.0,19.0,33,36.26,4.0,4.0,10.9,8.13,54.34,4.46,0.19,0.14,21.84
2014,S,Merced Union High,Merced,Merced,Golden Valley High,public,3415,37.28784,-120.4487,1716.0,0.3,82.69,502,7.6,131,91,21.7,127,18.0,19.0,20.0,19.0,33,36.26,4.0,4.0,13.17,3.67,64.34,4.02,0.29,0.06,14.45
2015,S,Kern High,Kern,Bakersfield,Golden Valley High,public,12651,35.281223,-119.01005,2402.0,0.0,81.97,583,6.2,206,19,17.2,176,20.0,20.0,21.0,20.0,9,47.37,4.0,4.0,3.5,6.79,80.56,0.79,0.37,0.21,7.79
2015,S,Kern High,Kern,Bakersfield,Golden Valley High,public,12651,35.281223,-119.01005,2402.0,1.6,38.14,583,5.7,293,19,28.7,587,20.0,20.0,21.0,20.0,9,47.37,4.0,4.0,10.9,8.13,54.34,4.46,0.19,0.14,21.84
2015,S,Kern High,Kern,Bakersfield,Golden Valley High,public,12651,35.281223,-119.01005,2402.0,0.3,82.69,583,7.6,131,19,21.7,127,20.0,20.0,21.0,20.0,9,47.37,4.0,4.0,13.17,3.67,64.34,4.02,0.29,0.06,14.45
2015,S,Kern High,Kern,Santa-Clarita,Golden Valley High,public,14320,34.399593,-118.49154,2129.0,0.0,81.97,583,6.2,206,19,17.2,176,20.0,20.0,21.0,20.0,9,47.37,3.0,8.0,3.5,6.79,80.56,0.79,0.37,0.21,7.79
2015,S,Kern High,Kern,Santa-Clarita,Golden Valley High,public,14320,34.399593,-118.49154,2129.0,1.6,38.14,583,5.7,293,19,28.7,587,20.0,20.0,21.0,20.0,9,47.37,3.0,8.0,10.9,8.13,54.34,4.46,0.19,0.14,21.84
2015,S,Kern High,Kern,Santa-Clarita,Golden Valley High,public,14320,34.399593,-118.49154,2129.0,0.3,82.69,583,7.6,131,19,21.7,127,20.0,20.0,21.0,20.0,9,47.37,3.0,8.0,13.17,3.67,64.34,4.02,0.29,0.06,14.45
2015,S,Kern High,Kern,Merced,Golden Valley High,public,3415,37.28784,-120.4487,1716.0,0.0,81.97,583,6.2,206,19,17.2,176,20.0,20.0,21.0,20.0,9,47.37,4.0,4.0,3.5,6.79,80.56,0.79,0.37,0.21,7.79
2015,S,Kern High,Kern,Merced,Golden Valley High,public,3415,37.28784,-120.4487,1716.0,1.6,38.14,583,5.7,293,19,28.7,587,20.0,20.0,21.0,20.0,9,47.37,4.0,4.0,10.9,8.13,54.34,4.46,0.19,0.14,21.84
2015,S,Kern High,Kern,Merced,Golden Valley High,public,3415,37.28784,-120.4487,1716.0,0.3,82.69,583,7.6,131,19,21.7,127,20.0,20.0,21.0,20.0,9,47.37,4.0,4.0,13.17,3.67,64.34,4.02,0.29,0.06,14.45
2015,S,William S. Hart Union High,Los Angeles,Bakersfield,Golden Valley High,public,12651,35.281223,-119.01005,2402.0,0.0,81.97,513,6.2,206,109,17.2,176,22.0,24.0,23.0,22.0,67,61.47,4.0,4.0,3.5,6.79,80.56,0.79,0.37,0.21,7.79
2015,S,William S. Hart Union High,Los Angeles,Bakersfield,Golden Valley High,public,12651,35.281223,-119.01005,2402.0,1.6,38.14,513,5.7,293,109,28.7,587,22.0,24.0,23.0,22.0,67,61.47,4.0,4.0,10.9,8.13,54.34,4.46,0.19,0.14,21.84
2015,S,William S. Hart Union High,Los Angeles,Bakersfield,Golden Valley High,public,12651,35.281223,-119.01005,2402.0,0.3,82.69,513,7.6,131,109,21.7,127,22.0,24.0,23.0,22.0,67,61.47,4.0,4.0,13.17,3.67,64.34,4.02,0.29,0.06,14.45
2015,S,William S. Hart Union High,Los Angeles,Santa-Clarita,Golden Valley High,public,14320,34.399593,-118.49154,2129.0,0.0,81.97,513,6.2,206,109,17.2,176,22.0,24.0,23.0,22.0,67,61.47,3.0,8.0,3.5,6.79,80.56,0.79,0.37,0.21,7.79
2015,S,William S. Hart Union High,Los Angeles,Santa-Clarita,Golden Valley High,public,14320,34.399593,-118.49154,2129.0,1.6,38.14,513,5.7,293,109,28.7,587,22.0,24.0,23.0,22.0,67,61.47,3.0,8.0,10.9,8.13,54.34,4.46,0.19,0.14,21.84
2015,S,William S. Hart Union High,Los Angeles,Santa-Clarita,Golden Valley High,public,14320,34.399593,-118.49154,2129.0,0.3,82.69,513,7.6,131,109,21.7,127,22.0,24.0,23.0,22.0,67,61.47,3.0,8.0,13.17,3.67,64.34,4.02,0.29,0.06,14.45
2015,S,William S. Hart Union High,Los Angeles,Merced,Golden Valley High,public,3415,37.28784,-120.4487,1716.0,0.0,81.97,513,6.2,206,109,17.2,176,22.0,24.0,23.0,22.0,67,61.47,4.0,4.0,3.5,6.79,80.56,0.79,0.37,0.21,7.79
2015,S,William S. Hart Union High,Los Angeles,Merced,Golden Valley High,public,3415,37.28784,-120.4487,1716.0,1.6,38.14,513,5.7,293,109,28.7,587,22.0,24.0,23.0,22.0,67,61.47,4.0,4.0,10.9,8.13,54.34,4.46,0.19,0.14,21.84
2015,S,William S. Hart Union High,Los Angeles,Merced,Golden Valley High,public,3415,37.28784,-120.4487,1716.0,0.3,82.69,513,7.6,131,109,21.7,127,22.0,24.0,23.0,22.0,67,61.47,4.0,4.0,13.17,3.67,64.34,4.02,0.29,0.06,14.45
2015,S,Merced Union High,Merced,Bakersfield,Golden Valley High,public,12651,35.281223,-119.01005,2402.0,0.0,81.97,459,6.2,206,95,17.2,176,19.0,20.0,20.0,20.0,35,36.84,4.0,4.0,3.5,6.79,80.56,0.79,0.37,0.21,7.79
2015,S,Merced Union High,Merced,Bakersfield,Golden Valley High,public,12651,35.281223,-119.01005,2402.0,1.6,38.14,459,5.7,293,95,28.7,587,19.0,20.0,20.0,20.0,35,36.84,4.0,4.0,10.9,8.13,54.34,4.46,0.19,0.14,21.84
2015,S,Merced Union High,Merced,Bakersfield,Golden Valley High,public,12651,35.281223,-119.01005,2402.0,0.3,82.69,459,7.6,131,95,21.7,127,19.0,20.0,20.0,20.0,35,36.84,4.0,4.0,13.17,3.67,64.34,4.02,0.29,0.06,14.45
2015,S,Merced Union High,Merced,Santa-Clarita,Golden Valley High,public,14320,34.399593,-118.49154,2129.0,0.0,81.97,459,6.2,206,95,17.2,176,19.0,20.0,20.0,20.0,35,36.84,3.0,8.0,3.5,6.79,80.56,0.79,0.37,0.21,7.79
2015,S,Merced Union High,Merced,Santa-Clarita,Golden Valley High,public,14320,34.399593,-118.49154,2129.0,1.6,38.14,459,5.7,293,95,28.7,587,19.0,20.0,20.0,20.0,35,36.84,3.0,8.0,10.9,8.13,54.34,4.46,0.19,0.14,21.84
2015,S,Merced Union High,Merced,Santa-Clarita,Golden Valley High,public,14320,34.399593,-118.49154,2129.0,0.3,82.69,459,7.6,131,95,21.7,127,19.0,20.0,20.0,20.0,35,36.84,3.0,8.0,13.17,3.67,64.34,4.02,0.29,0.06,14.45
2015,S,Merced Union High,Merced,Merced,Golden Valley High,public,3415,37.28784,-120.4487,1716.0,0.0,81.97,459,6.2,206,95,17.2,176,19.0,20.0,20.0,20.0,35,36.84,4.0,4.0,3.5,6.79,80.56,0.79,0.37,0.21,7.79
2015,S,Merced Union High,Merced,Merced,Golden Valley High,public,3415,37.28784,-120.4487,1716.0,1.6,38.14,459,5.7,293,95,28.7,587,19.0,20.0,20.0,20.0,35,36.84,4.0,4.0,10.9,8.13,54.34,4.46,0.19,0.14,21.84
2015,S,Merced Union High,Merced,Merced,Golden Valley High,public,3415,37.28784,-120.4487,1716.0,0.3,82.69,459,7.6,131,95,21.7,127,19.0,20.0,20.0,20.0,35,36.84,4.0,4.0,13.17,3.67,64.34,4.02,0.29,0.06,14.45
2016,S,William S. Hart Union High,Los Angeles,Bakersfield,Golden Valley High,public,12651,35.281223,-119.01005,2402.0,0.0,81.97,502,6.2,206,89,17.2,176,22.0,23.0,22.0,22.0,63,70.79,4.0,4.0,3.5,6.79,80.56,0.79,0.37,0.21,7.79
2016,S,William S. Hart Union High,Los Angeles,Bakersfield,Golden Valley High,public,12651,35.281223,-119.01005,2402.0,1.6,38.14,502,5.7,293,89,28.7,587,22.0,23.0,22.0,22.0,63,70.79,4.0,4.0,10.9,8.13,54.34,4.46,0.19,0.14,21.84
2016,S,William S. Hart Union High,Los Angeles,Bakersfield,Golden Valley High,public,12651,35.281223,-119.01005,2402.0,0.3,82.69,502,7.6,131,89,21.7,127,22.0,23.0,22.0,22.0,63,70.79,4.0,4.0,13.17,3.67,64.34,4.02,0.29,0.06,14.45
2016,S,William S. Hart Union High,Los Angeles,Santa-Clarita,Golden Valley High,public,14320,34.399593,-118.49154,2129.0,0.0,81.97,502,6.2,206,89,17.2,176,22.0,23.0,22.0,22.0,63,70.79,3.0,8.0,3.5,6.79,80.56,0.79,0.37,0.21,7.79
2016,S,William S. Hart Union High,Los Angeles,Santa-Clarita,Golden Valley High,public,14320,34.399593,-118.49154,2129.0,1.6,38.14,502,5.7,293,89,28.7,587,22.0,23.0,22.0,22.0,63,70.79,3.0,8.0,10.9,8.13,54.34,4.46,0.19,0.14,21.84
2016,S,William S. Hart Union High,Los Angeles,Santa-Clarita,Golden Valley High,public,14320,34.399593,-118.49154,2129.0,0.3,82.69,502,7.6,131,89,21.7,127,22.0,23.0,22.0,22.0,63,70.79,3.0,8.0,13.17,3.67,64.34,4.02,0.29,0.06,14.45
2016,S,William S. Hart Union High,Los Angeles,Merced,Golden Valley High,public,3415,37.28784,-120.4487,1716.0,0.0,81.97,502,6.2,206,89,17.2,176,22.0,23.0,22.0,22.0,63,70.79,4.0,4.0,3.5,6.79,80.56,0.79,0.37,0.21,7.79
2016,S,William S. Hart Union High,Los Angeles,Merced,Golden Valley High,public,3415,37.28784,-120.4487,1716.0,1.6,38.14,502,5.7,293,89,28.7,587,22.0,23.0,22.0,22.0,63,70.79,4.0,4.0,10.9,8.13,54.34,4.46,0.19,0.14,21.84
2016,S,William S. Hart Union High,Los Angeles,Merced,Golden Valley High,public,3415,37.28784,-120.4487,1716.0,0.3,82.69,502,7.6,131,89,21.7,127,22.0,23.0,22.0,22.0,63,70.79,4.0,4.0,13.17,3.67,64.34,4.02,0.29,0.06,14.45
2016,S,Merced Union High,Merced,Bakersfield,Golden Valley High,public,12651,35.281223,-119.01005,2402.0,0.0,81.97,398,6.2,206,78,17.2,176,19.0,20.0,20.0,20.0,34,43.59,4.0,4.0,3.5,6.79,80.56,0.79,0.37,0.21,7.79
2016,S,Merced Union High,Merced,Bakersfield,Golden Valley High,public,12651,35.281223,-119.01005,2402.0,1.6,38.14,398,5.7,293,78,28.7,587,19.0,20.0,20.0,20.0,34,43.59,4.0,4.0,10.9,8.13,54.34,4.46,0.19,0.14,21.84
2016,S,Merced Union High,Merced,Bakersfield,Golden Valley High,public,12651,35.281223,-119.01005,2402.0,0.3,82.69,398,7.6,131,78,21.7,127,19.0,20.0,20.0,20.0,34,43.59,4.0,4.0,13.17,3.67,64.34,4.02,0.29,0.06,14.45
2016,S,Merced Union High,Merced,Santa-Clarita,Golden Valley High,public,14320,34.399593,-118.49154,2129.0,0.0,81.97,398,6.2,206,78,17.2,176,19.0,20.0,20.0,20.0,34,43.59,3.0,8.0,3.5,6.79,80.56,0.79,0.37,0.21,7.79
2016,S,Merced Union High,Merced,Santa-Clarita,Golden Valley High,public,14320,34.399593,-118.49154,2129.0,1.6,38.14,398,5.7,293,78,28.7,587,19.0,20.0,20.0,20.0,34,43.59,3.0,8.0,10.9,8.13,54.34,4.46,0.19,0.14,21.84
2016,S,Merced Union High,Merced,Santa-Clarita,Golden Valley High,public,14320,34.399593,-118.49154,2129.0,0.3,82.69,398,7.6,131,78,21.7,127,19.0,20.0,20.0,20.0,34,43.59,3.0,8.0,13.17,3.67,64.34,4.02,0.29,0.06,14.45
2016,S,Merced Union High,Merced,Merced,Golden Valley High,public,3415,37.28784,-120.4487,1716.0,0.0,81.97,398,6.2,206,78,17.2,176,19.0,20.0,20.0,20.0,34,43.59,4.0,4.0,3.5,6.79,80.56,0.79,0.37,0.21,7.79
2016,S,Merced Union High,Merced,Merced,Golden Valley High,public,3415,37.28784,-120.4487,1716.0,1.6,38.14,398,5.7,293,78,28.7,587,19.0,20.0,20.0,20.0,34,43.59,4.0,4.0,10.9,8.13,54.34,4.46,0.19,0.14,21.84
2016,S,Merced Union High,Merced,Merced,Golden Valley High,public,3415,37.28784,-120.4487,1716.0,0.3,82.69,398,7.6,131,78,21.7,127,19.0,20.0,20.0,20.0,34,43.59,4.0,4.0,13.17,3.67,64.34,4.02,0.29,0.06,14.45
2017,S,Kern High,Kern,Bakersfield,Golden Valley High,public,12651,35.281223,-119.01005,2402.0,0.0,81.97,578,6.2,206,26,17.2,176,18.0,21.0,20.0,20.0,11,42.31,4.0,4.0,3.5,6.79,80.56,0.79,0.37,0.21,7.79
2017,S,Kern High,Kern,Bakersfield,Golden Valley High,public,12651,35.281223,-119.01005,2402.0,1.6,38.14,578,5.7,293,26,28.7,587,18.0,21.0,20.0,20.0,11,42.31,4.0,4.0,10.9,8.13,54.34,4.46,0.19,0.14,21.84
2017,S,Kern High,Kern,Bakersfield,Golden Valley High,public,12651,35.281223,-119.01005,2402.0,0.3,82.69,578,7.6,131,26,21.7,127,18.0,21.0,20.0,20.0,11,42.31,4.0,4.0,13.17,3.67,64.34,4.02,0.29,0.06,14.45
2017,S,Kern High,Kern,Santa-Clarita,Golden Valley High,public,14320,34.399593,-118.49154,2129.0,0.0,81.97,578,6.2,206,26,17.2,176,18.0,21.0,20.0,20.0,11,42.31,3.0,8.0,3.5,6.79,80.56,0.79,0.37,0.21,7.79
2017,S,Kern High,Kern,Santa-Clarita,Golden Valley High,public,14320,34.399593,-118.49154,2129.0,1.6,38.14,578,5.7,293,26,28.7,587,18.0,21.0,20.0,20.0,11,42.31,3.0,8.0,10.9,8.13,54.34,4.46,0.19,0.14,21.84
2017,S,Kern High,Kern,Santa-Clarita,Golden Valley High,public,14320,34.399593,-118.49154,2129.0,0.3,82.69,578,7.6,131,26,21.7,127,18.0,21.0,20.0,20.0,11,42.31,3.0,8.0,13.17,3.67,64.34,4.02,0.29,0.06,14.45
2017,S,Kern High,Kern,Merced,Golden Valley High,public,3415,37.28784,-120.4487,1716.0,0.0,81.97,578,6.2,206,26,17.2,176,18.0,21.0,20.0,20.0,11,42.31,4.0,4.0,3.5,6.79,80.56,0.79,0.37,0.21,7.79
2017,S,Kern High,Kern,Merced,Golden Valley High,public,3415,37.28784,-120.4487,1716.0,1.6,38.14,578,5.7,293,26,28.7,587,18.0,21.0,20.0,20.0,11,42.31,4.0,4.0,10.9,8.13,54.34,4.46,0.19,0.14,21.84
2017,S,Kern High,Kern,Merced,Golden Valley High,public,3415,37.28784,-120.4487,1716.0,0.3,82.69,578,7.6,131,26,21.7,127,18.0,21.0,20.0,20.0,11,42.31,4.0,4.0,13.17,3.67,64.34,4.02,0.29,0.06,14.45
2017,S,William S. Hart Union High,Los Angeles,Bakersfield,Golden Valley High,public,12651,35.281223,-119.01005,2402.0,0.0,81.97,538,6.2,206,63,17.2,176,22.0,23.0,23.0,23.0,36,57.14,4.0,4.0,3.5,6.79,80.56,0.79,0.37,0.21,7.79
2017,S,William S. Hart Union High,Los Angeles,Bakersfield,Golden Valley High,public,12651,35.281223,-119.01005,2402.0,1.6,38.14,538,5.7,293,63,28.7,587,22.0,23.0,23.0,23.0,36,57.14,4.0,4.0,10.9,8.13,54.34,4.46,0.19,0.14,21.84
2017,S,William S. Hart Union High,Los Angeles,Bakersfield,Golden Valley High,public,12651,35.281223,-119.01005,2402.0,0.3,82.69,538,7.6,131,63,21.7,127,22.0,23.0,23.0,23.0,36,57.14,4.0,4.0,13.17,3.67,64.34,4.02,0.29,0.06,14.45
2017,S,William S. Hart Union High,Los Angeles,Santa-Clarita,Golden Valley High,public,14320,34.399593,-118.49154,2129.0,0.0,81.97,538,6.2,206,63,17.2,176,22.0,23.0,23.0,23.0,36,57.14,3.0,8.0,3.5,6.79,80.56,0.79,0.37,0.21,7.79
2017,S,William S. Hart Union High,Los Angeles,Santa-Clarita,Golden Valley High,public,14320,34.399593,-118.49154,2129.0,1.6,38.14,538,5.7,293,63,28.7,587,22.0,23.0,23.0,23.0,36,57.14,3.0,8.0,10.9,8.13,54.34,4.46,0.19,0.14,21.84
2017,S,William S. Hart Union High,Los Angeles,Santa-Clarita,Golden Valley High,public,14320,34.399593,-118.49154,2129.0,0.3,82.69,538,7.6,131,63,21.7,127,22.0,23.0,23.0,23.0,36,57.14,3.0,8.0,13.17,3.67,64.34,4.02,0.29,0.06,14.45
2017,S,William S. Hart Union High,Los Angeles,Merced,Golden Valley High,public,3415,37.28784,-120.4487,1716.0,0.0,81.97,538,6.2,206,63,17.2,176,22.0,23.0,23.0,23.0,36,57.14,4.0,4.0,3.5,6.79,80.56,0.79,0.37,0.21,7.79
2017,S,William S. Hart Union High,Los Angeles,Merced,Golden Valley High,public,3415,37.28784,-120.4487,1716.0,1.6,38.14,538,5.7,293,63,28.7,587,22.0,23.0,23.0,23.0,36,57.14,4.0,4.0,10.9,8.13,54.34,4.46,0.19,0.14,21.84
2017,S,William S. Hart Union High,Los Angeles,Merced,Golden Valley High,public,3415,37.28784,-120.4487,1716.0,0.3,82.69,538,7.6,131,63,21.7,127,22.0,23.0,23.0,23.0,36,57.14,4.0,4.0,13.17,3.67,64.34,4.02,0.29,0.06,14.45
2017,S,Merced Union High,Merced,Bakersfield,Golden Valley High,public,12651,35.281223,-119.01005,2402.0,0.0,81.97,375,6.2,206,71,17.2,176,18.0,20.0,21.0,20.0,30,42.25,4.0,4.0,3.5,6.79,80.56,0.79,0.37,0.21,7.79
2017,S,Merced Union High,Merced,Bakersfield,Golden Valley High,public,12651,35.281223,-119.01005,2402.0,1.6,38.14,375,5.7,293,71,28.7,587,18.0,20.0,21.0,20.0,30,42.25,4.0,4.0,10.9,8.13,54.34,4.46,0.19,0.14,21.84
2017,S,Merced Union High,Merced,Bakersfield,Golden Valley High,public,12651,35.281223,-119.01005,2402.0,0.3,82.69,375,7.6,131,71,21.7,127,18.0,20.0,21.0,20.0,30,42.25,4.0,4.0,13.17,3.67,64.34,4.02,0.29,0.06,14.45
2017,S,Merced Union High,Merced,Santa-Clarita,Golden Valley High,public,14320,34.399593,-118.49154,2129.0,0.0,81.97,375,6.2,206,71,17.2,176,18.0,20.0,21.0,20.0,30,42.25,3.0,8.0,3.5,6.79,80.56,0.79,0.37,0.21,7.79
2017,S,Merced Union High,Merced,Santa-Clarita,Golden Valley High,public,14320,34.399593,-118.49154,2129.0,1.6,38.14,375,5.7,293,71,28.7,587,18.0,20.0,21.0,20.0,30,42.25,3.0,8.0,10.9,8.13,54.34,4.46,0.19,0.14,21.84
2017,S,Merced Union High,Merced,Santa-Clarita,Golden Valley High,public,14320,34.399593,-118.49154,2129.0,0.3,82.69,375,7.6,131,71,21.7,127,18.0,20.0,21.0,20.0,30,42.25,3.0,8.0,13.17,3.67,64.34,4.02,0.29,0.06,14.45
2017,S,Merced Union High,Merced,Merced,Golden Valley High,public,3415,37.28784,-120.4487,1716.0,0.0,81.97,375,6.2,206,71,17.2,176,18.0,20.0,21.0,20.0,30,42.25,4.0,4.0,3.5,6.79,80.56,0.79,0.37,0.21,7.79
2017,S,Merced Union High,Merced,Merced,Golden Valley High,public,3415,37.28784,-120.4487,1716.0,1.6,38.14,375,5.7,293,71,28.7,587,18.0,20.0,21.0,20.0,30,42.25,4.0,4.0,10.9,8.13,54.34,4.46,0.19,0.14,21.84
2017,S,Merced Union High,Merced,Merced,Golden Valley High,public,3415,37.28784,-120.4487,1716.0,0.3,82.69,375,7.6,131,71,21.7,127,18.0,20.0,21.0,20.0,30,42.25,4.0,4.0,13.17,3.67,64.34,4.02,0.29,0.06,14.45
2018,S,William S. Hart Union High,Los Angeles,Bakersfield,Golden Valley High,public,12651,35.281223,-119.01005,2402.0,0.0,81.97,462,6.2,206,49,17.2,176,22.0,23.0,22.0,22.0,33,67.35,4.0,4.0,3.5,6.79,80.56,0.79,0.37,0.21,7.79
2018,S,William S. Hart Union High,Los Angeles,Bakersfield,Golden Valley High,public,12651,35.281223,-119.01005,2402.0,1.6,38.14,462,5.7,293,49,28.7,587,22.0,23.0,22.0,22.0,33,67.35,4.0,4.0,10.9,8.13,54.34,4.46,0.19,0.14,21.84
2018,S,William S. Hart Union High,Los Angeles,Bakersfield,Golden Valley High,public,12651,35.281223,-119.01005,2402.0,0.3,82.69,462,7.6,131,49,21.7,127,22.0,23.0,22.0,22.0,33,67.35,4.0,4.0,13.17,3.67,64.34,4.02,0.29,0.06,14.45
2018,S,William S. Hart Union High,Los Angeles,Santa-Clarita,Golden Valley High,public,14320,34.399593,-118.49154,2129.0,0.0,81.97,462,6.2,206,49,17.2,176,22.0,23.0,22.0,22.0,33,67.35,3.0,8.0,3.5,6.79,80.56,0.79,0.37,0.21,7.79
2018,S,William S. Hart Union High,Los Angeles,Santa-Clarita,Golden Valley High,public,14320,34.399593,-118.49154,2129.0,1.6,38.14,462,5.7,293,49,28.7,587,22.0,23.0,22.0,22.0,33,67.35,3.0,8.0,10.9,8.13,54.34,4.46,0.19,0.14,21.84
2018,S,William S. Hart Union High,Los Angeles,Santa-Clarita,Golden Valley High,public,14320,34.399593,-118.49154,2129.0,0.3,82.69,462,7.6,131,49,21.7,127,22.0,23.0,22.0,22.0,33,67.35,3.0,8.0,13.17,3.67,64.34,4.02,0.29,0.06,14.45
2018,S,William S. Hart Union High,Los Angeles,Merced,Golden Valley High,public,3415,37.28784,-120.4487,1716.0,0.0,81.97,462,6.2,206,49,17.2,176,22.0,23.0,22.0,22.0,33,67.35,4.0,4.0,3.5,6.79,80.56,0.79,0.37,0.21,7.79
2018,S,William S. Hart Union High,Los Angeles,Merced,Golden Valley High,public,3415,37.28784,-120.4487,1716.0,1.6,38.14,462,5.7,293,49,28.7,587,22.0,23.0,22.0,22.0,33,67.35,4.0,4.0,10.9,8.13,54.34,4.46,0.19,0.14,21.84
2018,S,William S. Hart Union High,Los Angeles,Merced,Golden Valley High,public,3415,37.28784,-120.4487,1716.0,0.3,82.69,462,7.6,131,49,21.7,127,22.0,23.0,22.0,22.0,33,67.35,4.0,4.0,13.17,3.67,64.34,4.02,0.29,0.06,14.45
2018,S,Merced Union High,Merced,Bakersfield,Golden Valley High,public,12651,35.281223,-119.01005,2402.0,0.0,81.97,398,6.2,206,61,17.2,176,20.0,20.0,20.0,20.0,24,39.34,4.0,4.0,3.5,6.79,80.56,0.79,0.37,0.21,7.79
2018,S,Merced Union High,Merced,Bakersfield,Golden Valley High,public,12651,35.281223,-119.01005,2402.0,1.6,38.14,398,5.7,293,61,28.7,587,20.0,20.0,20.0,20.0,24,39.34,4.0,4.0,10.9,8.13,54.34,4.46,0.19,0.14,21.84
2018,S,Merced Union High,Merced,Bakersfield,Golden Valley High,public,12651,35.281223,-119.01005,2402.0,0.3,82.69,398,7.6,131,61,21.7,127,20.0,20.0,20.0,20.0,24,39.34,4.0,4.0,13.17,3.67,64.34,4.02,0.29,0.06,14.45
2018,S,Merced Union High,Merced,Santa-Clarita,Golden Valley High,public,14320,34.399593,-118.49154,2129.0,0.0,81.97,398,6.2,206,61,17.2,176,20.0,20.0,20.0,20.0,24,39.34,3.0,8.0,3.5,6.79,80.56,0.79,0.37,0.21,7.79
2018,S,Merced Union High,Merced,Santa-Clarita,Golden Valley High,public,14320,34.399593,-118.49154,2129.0,1.6,38.14,398,5.7,293,61,28.7,587,20.0,20.0,20.0,20.0,24,39.34,3.0,8.0,10.9,8.13,54.34,4.46,0.19,0.14,21.84
2018,S,Merced Union High,Merced,Santa-Clarita,Golden Valley High,public,14320,34.399593,-118.49154,2129.0,0.3,82.69,398,7.6,131,61,21.7,127,20.0,20.0,20.0,20.0,24,39.34,3.0,8.0,13.17,3.67,64.34,4.02,0.29,0.06,14.45
2018,S,Merced Union High,Merced,Merced,Golden Valley High,public,3415,37.28784,-120.4487,1716.0,0.0,81.97,398,6.2,206,61,17.2,176,20.0,20.0,20.0,20.0,24,39.34,4.0,4.0,3.5,6.79,80.56,0.79,0.37,0.21,7.79
2018,S,Merced Union High,Merced,Merced,Golden Valley High,public,3415,37.28784,-120.4487,1716.0,1.6,38.14,398,5.7,293,61,28.7,587,20.0,20.0,20.0,20.0,24,39.34,4.0,4.0,10.9,8.13,54.34,4.46,0.19,0.14,21.84
2018,S,Merced Union High,Merced,Merced,Golden Valley High,public,3415,37.28784,-120.4487,1716.0,0.3,82.69,398,7.6,131,61,21.7,127,20.0,20.0,20.0,20.0,24,39.34,4.0,4.0,13.17,3.67,64.34,4.02,0.29,0.06,14.45
2014,S,Kern High,Kern,Bakersfield,Frontier High,public,16903,35.418007,-119.1455,2320.0,1.1,22.89,572,3.4,370,47,14.1,199,23.0,24.0,24.0,23.0,33,70.21,4.0,7.0,6.94,2.46,32.16,3.1,0.73,0.39,54.22
2014,S,Kern High,Kern,Bakersfield,Frontier High,public,16903,35.418007,-119.1455,2320.0,2.4,64.9,572,30.2,2,47,14.1,199,23.0,24.0,24.0,23.0,33,70.21,4.0,7.0,1.44,2.16,89.9,0.48,0.48,0.0,5.53
2014,S,Kern High,Kern,Camarillo,Frontier High,public,7654,34.207397,-119.07636,416.0,1.1,22.89,572,3.4,370,47,14.1,199,23.0,24.0,24.0,23.0,33,70.21,4.0,,6.94,2.46,32.16,3.1,0.73,0.39,54.22
2014,S,Kern High,Kern,Camarillo,Frontier High,public,7654,34.207397,-119.07636,416.0,2.4,64.9,572,30.2,2,47,14.1,199,23.0,24.0,24.0,23.0,33,70.21,4.0,,1.44,2.16,89.9,0.48,0.48,0.0,5.53
2015,S,Kern High,Kern,Bakersfield,Frontier High,public,16903,35.418007,-119.1455,2320.0,1.1,22.89,562,3.4,370,55,14.1,199,22.0,24.0,23.0,23.0,38,69.09,4.0,7.0,6.94,2.46,32.16,3.1,0.73,0.39,54.22
2015,S,Kern High,Kern,Bakersfield,Frontier High,public,16903,35.418007,-119.1455,2320.0,2.4,64.9,562,30.2,2,55,14.1,199,22.0,24.0,23.0,23.0,38,69.09,4.0,7.0,1.44,2.16,89.9,0.48,0.48,0.0,5.53
